s1,s2,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,da1,da2,a23,image_name,rating
1.0217391304347827,1.0190614578664827,0.4452361733515184,0.6630191494653072,0.0320390333008857,0.045637660485021395,1.4891403465141342,0.07195963674674422,0.2636747275329346,0.0483229380730913,0.1523216081207212,0.2418122964997965,1.1021062271062272,0.6942351371813823,1.8912424292028156,1.716025536094287,0.6299167177416447,0.36707887178377857,0.7020305808927506,0.37834140518280834,0.27291063280896355,0.1244587053794971,3.0398950722585214,0.13630409441059474,0.9653139258263996,1.165644196209815,1.2075286236152802,0.27779074621342764,0.7573954954876215,1.3465921005339359,0.5612147970468072,2.0447368009339644,0.3638255993466651,0.20867822122938545,0.0829103214890017,1.518452989679063,0.7758394372830582,2.2858053917703125,0.057977599180706066,55.57660176001535,0.21940924618012278,image_30.jpg,2
1.065077910174152,1.027331586839491,0.5095171685952282,0.569634655092495,0.028449843418527125,0.03984460662367214,1.117989128144621,0.05583686904401118,0.21300630243667457,0.04994401791426743,0.13423073037680575,0.20613492173789386,1.0630847842176536,0.6922584772872681,1.955588320976938,1.8395412576769183,0.6511789911438866,0.35398988113277435,0.7140199346735361,0.38604067750951276,0.2621371687375829,0.12667735798228777,3.047432340383114,0.13248602552446376,0.9998007245855629,1.2669150848826185,1.2671676002313157,0.27960215507391006,0.8089626210201085,1.249503423613332,0.5272877677721852,1.9253968587794041,0.3613753007543146,0.22976797005411898,0.0935487041389058,1.5409296384410966,0.7784414362060438,1.9400212315833014,0.07194606296301803,52.36144377153558,0.19390261698608813,image_80.jpg,2
0.970656794186206,0.9860591188389477,0.5580059015375058,0.6561358655953251,0.03427928121317935,0.04705497167927185,1.1758582907231556,0.06143175389136149,0.24668371500541142,0.05224418144263015,0.14795521654717098,0.22482530661950187,1.1040911595001304,0.7265910099174263,2.136943635789695,1.9354775349864966,0.6580896909331158,0.3400141200490385,0.728494354365528,0.37166974350167675,0.24903043920030912,0.14084033372926713,2.638943927924266,0.1359984925893594,1.0284015646098879,1.3059661418363986,1.269899022695285,0.29010941769084964,0.8080177367513347,1.2608123293736315,0.5166579799180795,2.0103846029646504,0.3800995853386104,0.21902624102343826,0.09458714267173925,1.5945153423137959,0.8189545543337295,1.8704163491489065,0.062431973119060485,51.34713556260174,0.20362929698784107,image_5.jpg,2
1.0344894400310019,1.0165039061957801,0.5661903478026422,0.6521739130434783,0.03482275219134605,0.04567342198327048,1.1518633540372671,0.06150361327509642,0.26135546880505095,0.05339488669339727,0.14972125215983975,0.22857996374720255,1.1497200028354144,0.75307352243746,2.257446216248459,1.9634747683620313,0.6550060193614502,0.33359533308791584,0.7624292351928683,0.3813389845685461,0.23532552640393728,0.11126035147764544,3.4274472397758435,0.15909354717819632,0.9160107255939293,1.219440550246907,1.3312513884116781,0.28931018953299853,0.8066927078989904,1.1964468849534657,0.49540830745430514,1.86853610923087,0.3933333333333333,0.17424262919033476,0.09787873575797884,1.5617376188860606,0.9013734333726735,2.0661733143539665,0.07548502142663463,48.82438946385153,0.19881359216459976,image_4.jpg,2
1.069094537291095,1.0245407449255741,0.44301431318094425,0.539828192112456,0.026306108598720054,0.036874369312700876,1.218534426656254,0.05937981644393421,0.2185902075696374,0.04873052016008829,0.13441644520274257,0.1873312206915145,0.98139726063724,0.704185509599589,1.7919669445498052,1.8259343248892368,0.7175336001471493,0.39296791257301966,0.7133981974210817,0.40754013306863374,0.2716490235502306,0.14532578981752217,2.8043207855973815,0.11909262160430792,0.8999702895092391,1.1121321485169915,1.2357431811703983,0.2819827256809989,0.7640382781957356,1.2432110595747834,0.5199096819502433,2.1698580653279236,0.40726230912363454,0.22667499333180036,0.09629291297467225,1.7453657998104377,0.8559397293221374,1.8642903223933944,0.09374886706810195,36.89583436893063,0.19088215160685978,image_34.jpg,2
0.9699720670391061,0.9907851437962704,0.5104381064392826,0.5781033864439776,0.033967745091398945,0.04606729646534338,1.1325631436036683,0.06654625636857592,0.29118917779709685,0.0587572152108309,0.15927121667080577,0.212608344484226,1.063901647117444,0.7970002784488144,2.0439931599649506,1.9212237949842317,0.7491296593141128,0.3899231631785308,0.7373505219033858,0.4293424845159882,0.22853272526132798,0.1430113110423769,3.002157531363139,0.1444110807576818,0.9250669524043725,1.1699461738908836,1.2647151331587807,0.28792017732933217,0.7840784321807928,1.3753671130859595,0.5701990879125736,2.136399621032011,0.404922210055583,0.1758456479419014,0.09221902017291066,1.553330453160608,0.9825734747502608,2.1727740944757694,0.052129400983338466,63.94558632232704,0.1998383450766067,image_28.jpg,2
1.0496618357487923,0.9859517275589798,0.45550974834664604,0.5135815620006778,0.028197357577690936,0.03929202490803955,1.1274875320776643,0.061902863067230245,0.23987638423899046,0.054903368158013666,0.14500358880293485,0.23234001226742998,1.1382939753288353,0.7104101868835898,1.9882816859491834,1.7467207321156206,0.624100805486881,0.3572985618204535,0.7176356434590744,0.3741818858494829,0.25806151474067573,0.12337241140973496,3.032946195780991,0.1379429513251987,1.0018721722827193,1.2335292060386696,1.2312241423255927,0.29092202344618096,0.7783933494594041,1.235333290608093,0.5279193878991248,1.7990980843794047,0.3722261809560297,0.19932229297925916,0.10248436141473076,1.4563665514865212,0.8138430858340029,1.9455213020638884,0.0772031187567864,49.32366889919384,0.2041124852657773,image_47.jpg,2
0.9565816678152997,0.9812248630492849,0.5837559972583961,0.5495547812620983,0.032086830723790295,0.043214637264950326,0.9414117950703317,0.05496616886933197,0.24547825355430303,0.05838695580102172,0.14543995539414398,0.2137620571656386,1.056168949822257,0.7185988336171432,1.9256559619597589,1.8232461409548424,0.6803824650763273,0.3731709338597628,0.7424991335011076,0.41004234542413237,0.22391461595262135,0.12555568950707516,3.2658205058961203,0.12773700628400067,0.9406233992702144,1.210322230639292,1.286723498031544,0.28282428160795703,0.746604173095241,1.1979898987510709,0.5114336733284747,1.824201693528548,0.4105568653080161,0.1814247729409642,0.0848933739601915,1.5227187603420662,1.010525270945804,2.325987742466024,0.08126517455435159,36.57428552254116,0.20239380943892799,image_71.jpg,2
0.9885898186073727,0.9960078071155657,0.4873624206790234,0.7770664227735223,0.035903124422259194,0.04841064649615749,1.594432376814908,0.07366822491614505,0.3077440780255304,0.0462034175844492,0.15577476692285344,0.23811850009689298,1.108584716749564,0.7252251538441222,2.127614073965024,1.9192164945258443,0.6541901064363627,0.3408631117449753,0.741636954282545,0.3808863534321105,0.23938145419010642,0.1250006602752027,3.0470747321937925,0.1431555872487653,0.9999563309242351,1.2858756603414814,1.2859318157953739,0.26356640322373587,0.7605459094271639,1.4184565942889549,0.5540258059152636,2.27298294016497,0.3719626168224299,0.17944898727487088,0.08413291540132262,1.6024339054973853,0.8396624472573839,1.955072881092926,0.0598660925290229,50.65479720101525,0.21479504137046965,image_67.jpg,2
1.0177967348139432,1.012320146597864,0.5651493305870237,0.7430939226519337,0.037003770775679304,0.051158419939813626,1.3148629617592893,0.06547609414531781,0.26052846226496096,0.04979689598808888,0.152276760909086,0.24288627504969068,1.152466464175393,0.7225351048966139,2.1208237007948822,1.8402476486049972,0.6269467506055358,0.3406860761815367,0.7233173115825929,0.3668522384597541,0.251320310940644,0.126369536016572,2.9030116753110926,0.14096443387116786,0.9636050937231553,1.2226871629768625,1.2688674758377125,0.2812639480954236,0.8003632462485957,1.388326777716807,0.5553450211077011,2.16781343246821,0.37404716011565003,0.21626856786360588,0.0937089072279556,1.5614576245754759,0.7999117124853817,1.9948208803869047,0.06223844142791695,48.98825817914353,0.21075344281143957,image_32.jpg,2
